,M1,meanK1,stdK1,meanI1,stdI1,M2,meanK2,stdK2,meanI2,stdI2
86,6103,6534.697731787103,14.455187843408796,0.11362477470096674,0.012166863551330656,1899,1954.4071918128398,15.300655689558244,0.01565666140073723,0.012231739863190316
87,6085,6534.522643187612,15.199587229348984,0.1134774034511093,0.012793421009769936,1922,1954.5336775076228,15.315599167014224,0.015761186264308013,0.012280077535022835
88,6063,6534.3665651680085,15.832055336463783,0.11334603331683986,0.013325766437805517,1918,1954.7013289046706,15.307169227770398,0.015726277372262773,0.011992766373516301
89,6083,6533.883380601239,17.638141050736273,0.11293933914187079,0.014845940280276934,1907,1954.8046674413267,15.282938407966146,0.01571421080230729,0.011815192100383742
90,6092,6533.546877860178,18.78635659514511,0.11265610636900854,0.015812387898092518,1915,1954.9821528699458,15.293370482719046,0.015780156657963448,0.01172232831679219
91,6083,6533.010534572553,20.472423016322928,0.11220466874897256,0.017231542066628962,1915,1955.001138864777,15.298008298852503,0.015832375979112273,0.011803714960998907
92,6092,6532.484004040756,21.989589398250676,0.11176149047931715,0.018508533867326853,1903,1955.150256310136,15.304289285651302,0.01587756174461377,0.011704440992712558
93,6095,6531.50853524443,24.524010945332236,0.11094044298605414,0.02064174455119591,1906,1955.2495646628909,15.303494468855536,0.01585676810073452,0.011533584366622331
94,6069,6530.3996329991405,27.076306751955098,0.11000708518701599,0.02278999991516708,1908,1955.5082149882319,15.317518137369728,0.016008385744234802,0.011515427417344896
95,6088,6529.354573899793,29.240230432795546,0.10912746386333771,0.024611364289361903,1908,1955.5241929502595,15.31813376472984,0.016018343815513626,0.01151498323909197
96,6089,6528.441197901855,30.979208773185288,0.10835867958613894,0.026075054171184428,1919,1955.5452379246917,15.31194006832548,0.01594580510682647,0.011337333101831867
97,6119,6526.82050867722,35.231486398113425,0.1068462167020755,0.02866200175965255,1915,1955.8510420712141,15.32909141379996,0.016078328981723237,0.011219391209331075
98,6122,6525.441601579756,38.619449504834456,0.10553740607644561,0.030663207663257412,1916,1956.157358074433,15.326755666492307,0.016215031315240085,0.011094359282272067
99,6098,6523.877990644538,42.5269203358509,0.10399688422433585,0.032791449250871615,1906,1956.2216059841262,15.326844938895725,0.016258656873032528,0.011099348120216368
